Text#Image#Folio
urn:cts:greekLit:tlg5026.msAil.hmt:16.B1#urn:cite:hmt:vaimg.VA206VN-0708@0.858,0.6251,0.052,0.0158#urn:cite:hmt:msA.206v
urn:cts:greekLit:tlg5026.msAil.hmt:16.A1#urn:cite:hmt:vaimg.VA206RN-0377@0.393,0.4147,0.082,0.0165#urn:cite:hmt:msA.206r
urn:cts:greekLit:tlg5026.msAil.hmt:16.A2#urn:cite:hmt:vaimg.VA206RN-0377@0.55,0.4906,0.03,0.0165#urn:cite:hmt:msA.206r
urn:cts:greekLit:tlg5026.msAil.hmt:16.C1000#urn:cite:hmt:vaimg.VA207VN-0709@0.7766,0.4021,0.0179,0.009#urn:cite:hmt:msA.207v
